,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,age_bin,edu_bin,marital_bin,race_bin
11882,34, Private,370872, Bachelors,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,8941,0,40, Philippines, >50K,31-60,high,married,Non-White
11883,30, Local-gov,29509, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,45, United-States, >50K,<=30,high,not-married,Non-White
11884,18, Private,194194, Bachelors,7, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K,<=30,low,not-married,Non-White
11885,77, Private,340721, Assoc-acdm,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,9369,0,40, Mexico, >50K,61+,high,married,Non-White
11886,18, Private,325242, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,13, United-States, <=50K,<=30,low,not-married,Non-White
11887,22, Private,88781, Bachelors,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Peru, <=50K,<=30,low,not-married,Non-White
11888,22, Private,143866, HS-grad,9, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
11889,61, Local-gov,226507, Doctorate,10, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K,61+,low,not-married,Non-White
11890,17, Self-emp-not-inc,265213, 11th,6, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,8, United-States, <=50K,<=30,low,not-married,Non-White
11891,36, Private,198718, Preschool,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
11892,46, Private,195717, HS-grad,9, Widowed, Sales, Husband, White, Female,0,0,18, United-States, <=50K,31-60,low,not-married,Non-White
11893,61, Self-emp-not-inc,100522, 10th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K,61+,low,married,Non-White
11894,33, Private,28873, HS-grad,9, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K,31-60,low,married,Non-White
11895,26, Private,60247, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K,<=30,high,married,Non-White
11896,31, Private,353250, HS-grad,5, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K,31-60,low,married,Non-White
11897,27, Private,284080, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,33, United-States, <=50K,<=30,low,not-married,Non-White
11898,32, Private,182356, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,26, United-States, <=50K,31-60,low,not-married,Non-White
11899,26, Federal-gov,200394, 5th-6th,9, Never-married, Sales, Not-in-family, White, Male,0,0,16, United-States, <=50K,<=30,low,not-married,Non-White
11900,36, Private,203182, Bachelors,15, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, ?, >50K,31-60,high,married,Non-White
11901,65, Private,177432, HS-grad,14, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K,61+,high,not-married,Non-White
11902,49, Private,192126, Some-college,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K,31-60,high,married,Non-White
11903,41, Private,186299, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
11904,33, Private,289458, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K,31-60,low,not-married,Non-White
11905,35, Private,200161, HS-grad,9, Married-AF-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, <=50K,31-60,low,married,Non-White
11906,47, Private,105219, 12th,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K,31-60,high,not-married,Non-White
11907,21, Private,199121, Some-college,4, Never-married, ?, Other-relative, White, Male,0,0,15, United-States, <=50K,<=30,low,not-married,Non-White
11908,52, Federal-gov,226514, HS-grad,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,67, United-States, >50K,31-60,high,married,Non-White
11909,23, Private,154465, HS-grad,10, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K,<=30,low,not-married,Non-White
11910,42, Private,176306, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K,31-60,high,married,Non-White
11911,32, Private,183696, HS-grad,13, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
11912,67, Local-gov,225007, Assoc-acdm,11, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K,61+,high,married,Non-White
11913,27, Local-gov,35381, Bachelors,7, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,20, United-States, <=50K,<=30,low,not-married,Non-White
11914,62, Private,110149, Some-college,3, Married-civ-spouse, Transport-moving, Husband, White, Male,11649,0,60, United-States, <=50K,61+,low,married,Non-White
11915,37, Self-emp-inc,211521, Doctorate,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,66, Taiwan, >50K,31-60,high,married,Non-White
11916,32, Private,104686, Bachelors,13, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,53, United-States, >50K,31-60,high,married,Non-White
11917,43, ?,404255, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,36, England, >50K,31-60,high,not-married,Non-White
11918,22, Private,363738, Bachelors,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
11919,37, State-gov,104516, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, Puerto-Rico, <=50K,31-60,high,not-married,Non-White
11920,46, Private,188794, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,58, United-States, <=50K,31-60,low,married,Non-White
11921,42, State-gov,122071, Preschool,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
11922,23, Private,225376, 11th,11, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,73, United-States, <=50K,<=30,high,not-married,Non-White
11923,65, State-gov,204579, Bachelors,10, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K,61+,low,married,Non-White
11924,33, Private,157281, 7th-8th,10, Widowed, ?, Unmarried, Black, Female,0,0,40, Mexico, <=50K,31-60,low,not-married,Non-White
11925,29, Private,97545, Assoc-voc,7, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,32, United-States, <=50K,<=30,low,not-married,Non-White
11926,57, Private,189250, HS-grad,11, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K,31-60,high,married,Non-White
11927,48, Self-emp-not-inc,202641, Doctorate,13, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,0,69, United-States, <=50K,31-60,high,married,Non-White
11928,30, Private,196219, HS-grad,3, Married-civ-spouse, ?, Unmarried, White, Male,0,0,12, India, <=50K,<=30,low,married,Non-White
11929,42, Private,169273, Doctorate,15, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, United-States, >50K,31-60,high,married,Non-White
11930,36, Private,106334, 11th,12, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, Puerto-Rico, <=50K,31-60,high,not-married,Non-White
11931,27, Self-emp-inc,318345, 12th,7, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
11932,31, Self-emp-not-inc,307006, 10th,7, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K,31-60,low,married,Non-White
11933,56, Private,392575, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,0,32, United-States, <=50K,31-60,low,married,Non-White
11934,51, Self-emp-not-inc,188511, Bachelors,15, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,68, United-States, <=50K,31-60,high,married,Non-White
11935,41, Private,110966, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,33, United-States, <=50K,31-60,low,not-married,Non-White
11936,28, Private,118010, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,<=30,low,married,Non-White
11937,22, Private,162191, Some-college,12, Never-married, Exec-managerial, Unmarried, White, Female,4181,0,35, United-States, <=50K,<=30,high,not-married,Non-White
11938,59, Private,171916, Masters,4, Married-civ-spouse, Craft-repair, Husband, White, Male,4543,0,60, United-States, <=50K,31-60,low,married,Non-White
11939,33, Self-emp-inc,498470, HS-grad,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,31-60,low,married,Non-White
11940,29, Private,214602, Assoc-voc,13, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
11941,23, Private,251764, 10th,7, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
11942,55, Self-emp-not-inc,100055, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,8312,0,40, United-States, >50K,31-60,high,married,Non-White
11943,35, Without-pay,188546, Some-college,6, Married-civ-spouse, ?, Husband, White, Male,6590,0,40, Puerto-Rico, <=50K,31-60,low,married,Non-White
11944,24, Never-worked,120877, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,57, Canada, <=50K,<=30,high,not-married,Non-White
11945,54, Private,143693, Some-college,9, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,56, United-States, <=50K,31-60,low,married,Non-White
11946,22, Private,146147, Some-college,6, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K,<=30,low,not-married,Non-White
11947,25, Private,147010, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
11948,31, ?,361176, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,62, Puerto-Rico, <=50K,31-60,low,not-married,Non-White
11949,21, Private,199431, Bachelors,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
11950,77, State-gov,121081, HS-grad,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,61+,high,not-married,Non-White
11951,49, Private,225550, 10th,9, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
11952,29, State-gov,190222, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,6955,0,40, United-States, <=50K,<=30,high,not-married,Non-White
11953,27, ?,108271, Some-college,9, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,20, United-States, <=50K,<=30,low,not-married,Non-White
11954,61, Private,157785, 10th,10, Never-married, Other-service, Unmarried, White, Female,0,0,40, Jamaica, <=50K,61+,low,not-married,Non-White
11955,17, Private,178135, Some-college,7, Never-married, Protective-serv, Own-child, Other, Male,0,0,45, United-States, <=50K,<=30,low,not-married,Non-White
11956,69, Private,274592, HS-grad,11, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K,61+,high,not-married,Non-White
11957,41, Private,109535, Some-college,12, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
11958,43, Local-gov,324321, Bachelors,14, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K,31-60,high,married,Non-White
11959,23, Private,191157, 11th,7, Never-married, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K,<=30,low,not-married,Non-White
11960,43, Private,336597, Assoc-acdm,4, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Germany, <=50K,31-60,low,not-married,Non-White
11961,28, Private,65002, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
11962,29, Private,228058, Some-college,13, Separated, Sales, Not-in-family, Black, Male,0,0,37, United-States, <=50K,<=30,high,not-married,Non-White
11963,23, Self-emp-not-inc,112039, 12th,9, Divorced, Protective-serv, Not-in-family, White, Female,0,0,14, United-States, <=50K,<=30,low,not-married,Non-White
11964,43, Private,242882, HS-grad,4, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
11965,20, Federal-gov,52597, HS-grad,7, Never-married, Sales, Not-in-family, White, Female,0,0,13, United-States, <=50K,<=30,low,not-married,Non-White
11966,38, Self-emp-not-inc,259632, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
11967,24, Private,350134, Some-college,10, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K,<=30,low,married,Non-White
11968,23, Private,424957, Preschool,10, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K,<=30,low,not-married,Non-White
11969,41, Private,240867, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
11970,52, Private,152564, HS-grad,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
11971,41, Private,184546, 9th,11, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,38, Puerto-Rico, <=50K,31-60,high,married,Non-White
11972,42, Private,310465, Bachelors,12, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,66, United-States, <=50K,31-60,high,married,Non-White
11973,61, Private,370492, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,61+,low,not-married,Non-White
11974,24, Private,174874, 11th,9, Separated, Adm-clerical, Other-relative, White, Male,0,0,45, United-States, <=50K,<=30,low,not-married,Non-White
11975,41, Private,172159, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,34, United-States, <=50K,31-60,high,not-married,Non-White
11976,53, Private,178625, 10th,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K,31-60,low,not-married,Non-White
11977,39, Local-gov,32352, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,51, United-States, <=50K,31-60,high,not-married,Non-White
11978,39, Private,178706, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
11979,19, Private,227971, HS-grad,10, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K,<=30,low,not-married,Non-White
11980,21, Private,43530, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
11981,66, Private,185400, HS-grad,9, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K,61+,low,married,Non-White
11982,35, Private,184595, Masters,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,59, United-States, >50K,31-60,high,married,Non-White
11983,39, Private,189974, 10th,14, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K,31-60,high,not-married,Non-White
11984,18, ?,223396, Bachelors,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,17, United-States, <=50K,<=30,low,not-married,Non-White
11985,44, Private,97151, 7th-8th,9, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
11986,44, Private,162941, HS-grad,6, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,0,0,57, United-States, <=50K,31-60,low,married,Non-White
11987,37, Private,36161, 11th,10, Married-civ-spouse, Sales, Wife, White, Male,0,0,45, United-States, <=50K,31-60,low,married,Non-White
11988,51, Private,106178, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,63, ?, >50K,31-60,high,married,Non-White
11989,29, Local-gov,102570, Bachelors,4, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
11990,17, Private,328170, Assoc-voc,7, Divorced, Sales, Not-in-family, Black, Female,0,0,38, United-States, <=50K,<=30,low,not-married,Non-White
11991,46, Private,192696, Masters,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K,31-60,low,married,Non-White
11992,72, Local-gov,256609, Prof-school,4, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K,61+,low,married,Non-White
11993,18, Private,94759, Some-college,7, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K,<=30,low,not-married,Non-White
11994,23, Private,271684, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
11995,41, Private,235969, Bachelors,15, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K,31-60,high,not-married,Non-White
11996,40, Private,196320, HS-grad,9, Divorced, Other-service, Not-in-family, Other, Female,0,0,41, United-States, <=50K,31-60,low,not-married,Non-White
11997,23, Private,142836, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,11, United-States, <=50K,<=30,low,not-married,Non-White
11998,49, Private,199296, 12th,13, Separated, Priv-house-serv, Not-in-family, Black, Female,0,0,40, Germany, <=50K,31-60,high,not-married,Non-White
11999,24, ?,224441, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,39, United-States, <=50K,<=30,low,not-married,Non-White
12000,50, Federal-gov,114481, HS-grad,6, Never-married, Other-service, Other-relative, Black, Male,0,0,12, United-States, <=50K,31-60,low,not-married,Non-White
12001,43, Private,198114, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
12002,20, Private,263770, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, India, <=50K,<=30,high,not-married,Non-White
12003,45, Private,99145, Assoc-voc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,6393,0,40, United-States, <=50K,31-60,low,married,Non-White
12004,48, Local-gov,189541, 12th,9, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
12005,55, Private,182631, Some-college,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K,31-60,high,married,Non-White
12006,57, Private,171082, HS-grad,6, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,36, United-States, <=50K,31-60,low,not-married,Non-White
12007,69, Private,94525, Masters,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,61+,high,married,Non-White
12008,22, Private,150286, Some-college,9, Never-married, Sales, Not-in-family, White, Female,0,0,66, United-States, <=50K,<=30,low,not-married,Non-White
12009,48, Private,100428, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,62, United-States, >50K,31-60,high,married,Non-White
12010,37, Private,190677, Bachelors,13, Divorced, Adm-clerical, Wife, Black, Male,5154,0,45, United-States, >50K,31-60,high,not-married,Non-White
12011,49, Federal-gov,72649, HS-grad,3, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,57, Iran, <=50K,31-60,low,not-married,Non-White
12012,21, Private,204067, 11th,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
12013,49, Self-emp-inc,318365, Bachelors,14, Married-civ-spouse, Sales, Husband, White, Male,0,1854,50, Philippines, >50K,31-60,high,married,Non-White
12014,29, Local-gov,291782, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,45, United-States, <=50K,<=30,high,not-married,Non-White
12015,19, Private,188186, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K,<=30,low,not-married,Non-White
12016,35, Local-gov,31675, Bachelors,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,33, United-States, <=50K,31-60,low,not-married,Non-White
12017,39, Private,197365, Some-college,10, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,11, United-States, <=50K,31-60,low,married,Non-White
12018,49, State-gov,178993, HS-grad,14, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
12019,48, Private,170832, Bachelors,13, Widowed, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K,31-60,high,not-married,Non-White
12020,49, Private,211926, Masters,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
12021,44, Private,360521, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,34, United-States, <=50K,31-60,low,married,Non-White
12022,41, Private,150932, Assoc-voc,9, Never-married, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K,31-60,low,not-married,Non-White
12023,19, Private,200607, Some-college,10, Never-married, Sales, Own-child, Black, Male,0,0,34, United-States, <=50K,<=30,low,not-married,Non-White
12024,19, Self-emp-not-inc,78283, 10th,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
12025,59, Private,102810, Assoc-acdm,7, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,33, United-States, <=50K,31-60,low,married,Non-White
12026,19, Private,164868, Some-college,10, Married-civ-spouse, ?, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,married,Non-White
12027,36, Federal-gov,322903, Assoc-acdm,8, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, United-States, <=50K,31-60,low,married,Non-White
12028,26, Private,91612, Bachelors,7, Never-married, Exec-managerial, Own-child, White, Male,0,0,38, United-States, <=50K,<=30,low,not-married,Non-White
12029,85, Local-gov,300457, Prof-school,4, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,58, United-States, >50K,61+,low,married,Non-White
12030,59, Private,205252, Bachelors,11, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
12031,43, Private,287455, 12th,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,49, United-States, <=50K,31-60,low,not-married,Non-White
12032,47, State-gov,214775, Bachelors,16, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,31-60,high,married,Non-White
12033,51, Private,55109, 7th-8th,9, Married-spouse-absent, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
12034,32, Private,110674, Bachelors,13, Married-AF-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,31-60,high,married,Non-White
12035,53, Private,196553, HS-grad,13, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,50, United-States, >50K,31-60,high,married,Non-White
12036,55, Private,338444, HS-grad,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, China, <=50K,31-60,low,married,Non-White
12037,54, ?,182387, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,34, United-States, <=50K,31-60,low,not-married,Non-White
12038,66, Private,142462, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,57, United-States, <=50K,61+,low,married,Non-White
12039,53, Private,179138, Masters,13, Married-civ-spouse, Tech-support, Husband, White, Male,99999,0,58, United-States, >50K,31-60,high,married,Non-White
12040,49, Private,394231, 11th,5, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
12041,61, Private,185600, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K,61+,low,not-married,Non-White
12042,26, Private,243974, HS-grad,10, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
12043,53, Federal-gov,212644, 9th,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,58, ?, >50K,31-60,high,married,Non-White
12044,23, Private,150372, 12th,9, Never-married, Other-service, Unmarried, Black, Female,0,0,39, United-States, <=50K,<=30,low,not-married,Non-White
12045,23, Private,110384, Some-college,7, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
12046,44, Private,145664, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K,31-60,high,married,Non-White
12047,44, Private,120609, Some-college,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
12048,27, Private,363581, HS-grad,9, Separated, Sales, Wife, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
12049,23, Never-worked,209161, Some-college,7, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
12050,22, Private,168481, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
12051,18, Private,235008, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,10, United-States, <=50K,<=30,low,not-married,Non-White
12052,51, Private,195108, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
12053,53, Private,120521, Bachelors,11, Separated, Craft-repair, Not-in-family, White, Female,0,1976,45, United-States, <=50K,31-60,high,not-married,Non-White
12054,51, Private,128924, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, ?, >50K,31-60,low,married,Non-White
12055,20, Private,32256, Bachelors,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K,<=30,high,not-married,Non-White
12056,55, Private,209646, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,64, United-States, >50K,31-60,high,married,Non-White
12057,36, Private,115742, 12th,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,10, ?, >50K,31-60,low,married,Non-White
12058,51, Private,120930, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Canada, <=50K,31-60,low,married,Non-White
12059,43, State-gov,379176, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Jamaica, <=50K,31-60,low,married,Non-White
12060,67, Private,477528, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,25, United-States, <=50K,61+,low,not-married,Non-White
12061,32, Private,183682, HS-grad,9, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
12062,48, Private,143678, Bachelors,10, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,33, United-States, <=50K,31-60,low,not-married,Non-White
12063,23, Private,104786, 11th,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
12064,29, Private,173915, HS-grad,10, Divorced, Farming-fishing, Other-relative, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
12065,37, Private,31714, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K,31-60,low,not-married,Non-White
12066,53, Private,281496, Bachelors,13, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K,31-60,high,not-married,Non-White
12067,52, Self-emp-inc,189177, Assoc-acdm,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,58, Mexico, >50K,31-60,high,married,Non-White
12068,27, Private,232172, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,49, ?, <=50K,<=30,high,not-married,Non-White
