,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,age_bin,edu_bin,marital_bin,race_bin
9288,23, Private,372496, Assoc-voc,13, Never-married, Prof-specialty, Own-child, White, Male,0,2,40, United-States, <=50K,<=30,high,not-married,Non-White
9289,53, Self-emp-not-inc,341693, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Female,0,0,33, United-States, >50K,31-60,low,married,Non-White
9290,46, Private,199020, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,2749,1863,60, ?, >50K,31-60,high,married,Non-White
9291,52, ?,183800, Assoc-voc,4, Separated, Prof-specialty, Not-in-family, White, Female,0,0,34, England, <=50K,31-60,low,not-married,Non-White
9292,46, Private,207455, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Female,27,3,31, United-States, <=50K,31-60,low,married,Non-White
9293,63, Private,173899, 1st-4th,6, Separated, ?, Not-in-family, Black, Female,0,0,20, United-States, <=50K,61+,low,not-married,Non-White
9294,18, State-gov,475062, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
9295,23, Private,115585, HS-grad,7, Never-married, Farming-fishing, Not-in-family, White, Male,2229,0,45, United-States, <=50K,<=30,low,not-married,Non-White
9296,38, Private,194790, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,3014,0,45, Japan, <=50K,31-60,low,married,Non-White
9297,58, Private,28573, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1903,50, Mexico, >50K,31-60,high,married,Non-White
9298,41, Private,47813, Assoc-acdm,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Philippines, <=50K,31-60,high,not-married,Non-White
9299,47, Private,33708, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,7214,1697,49, United-States, >50K,31-60,high,married,Non-White
9300,63, Self-emp-not-inc,172195, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, <=50K,61+,low,married,Non-White
9301,18, Private,184148, HS-grad,7, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
9302,26, Private,219018, 10th,10, Never-married, Other-service, Not-in-family, White, Female,0,1,22, Dominican-Republic, <=50K,<=30,low,not-married,Non-White
9303,33, Private,230554, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Female,0,2,40, United-States, <=50K,31-60,low,not-married,Non-White
9304,62, Federal-gov,350444, Assoc-acdm,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K,61+,low,not-married,Non-White
9305,27, Self-emp-inc,200401, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,4,49, United-States, >50K,<=30,high,married,Non-White
9306,35, Private,73998, HS-grad,9, Divorced, Exec-managerial, Unmarried, Black, Female,11,2,40, ?, <=50K,31-60,low,not-married,Non-White
9307,20, Private,220296, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,2170,0,50, United-States, <=50K,<=30,high,not-married,Non-White
9308,30, Private,188559, 10th,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K,<=30,low,married,Non-White
9309,62, Private,160106, Bachelors,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K,61+,high,married,Non-White
9310,39, Private,283911, HS-grad,4, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1,40, United-States, <=50K,31-60,low,married,Non-White
9311,38, Private,180759, Some-college,4, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K,31-60,low,not-married,Non-White
9312,39, Private,267652, 12th,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K,31-60,high,married,Non-White
9313,20, Private,295833, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
9314,30, Private,175891, Bachelors,15, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, ?, >50K,<=30,high,not-married,Non-White
9315,59, Self-emp-not-inc,313168, Assoc-acdm,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, <=50K,31-60,low,married,Non-White
9316,66, Private,175635, HS-grad,9, Widowed, Adm-clerical, Wife, White, Male,0,0,61, Japan, <=50K,61+,low,not-married,Non-White
9317,32, Self-emp-not-inc,100573, Masters,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,14826,1,50, ?, >50K,31-60,high,married,Non-White
9318,20, Private,294531, 9th,9, Never-married, Farming-fishing, Wife, White, Male,24,0,30, United-States, <=50K,<=30,low,not-married,Non-White
9319,60, Private,75126, Masters,9, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Philippines, >50K,31-60,low,married,Non-White
9320,48, Private,103478, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,8,0,40, United-States, <=50K,31-60,low,married,Non-White
9321,31, Private,177087, Bachelors,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, >50K,31-60,high,married,Non-White
9322,47, Private,140613, HS-grad,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K,31-60,low,married,Non-White
9323,38, Private,102368, 5th-6th,9, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,5,0,11, United-States, <=50K,31-60,low,not-married,Non-White
9324,25, Private,103697, Masters,9, Divorced, Other-service, Unmarried, White, Male,13,1,31, United-States, <=50K,<=30,low,not-married,Non-White
9325,24, Private,213132, 9th,10, Never-married, Adm-clerical, Unmarried, Black, Female,5,2,40, United-States, <=50K,<=30,low,not-married,Non-White
9326,23, Private,154216, 9th,6, Never-married, Sales, Not-in-family, White, Male,0,2,49, China, <=50K,<=30,low,not-married,Non-White
9327,20, Private,201177, 12th,13, Never-married, Sales, Own-child, White, Male,0,1,40, United-States, <=50K,<=30,high,not-married,Non-White
9328,47, Private,133878, Bachelors,12, Never-married, Sales, Unmarried, White, Male,0,0,29, United-States, >50K,31-60,high,not-married,Non-White
9329,32, Private,193895, HS-grad,7, Divorced, Other-service, Not-in-family, White, Female,18,2,40, United-States, <=50K,31-60,low,not-married,Non-White
9330,33, Private,194531, 11th,13, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,47, United-States, >50K,31-60,high,married,Non-White
9331,20, Private,199434, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Female,3510,0,35, Mexico, <=50K,<=30,low,married,Non-White
9332,40, Private,187418, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Female,0,1,40, United-States, <=50K,31-60,low,married,Non-White
9333,23, Private,36646, 11th,10, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,45, United-States, <=50K,<=30,low,married,Non-White
9334,36, ?,40910, 9th,7, Married-AF-spouse, ?, Own-child, White, Male,0,1,31, Mexico, >50K,31-60,low,married,Non-White
9335,35, Local-gov,178827, Bachelors,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2,34, United-States, <=50K,31-60,high,married,Non-White
9336,39, Local-gov,252742, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1,40, United-States, <=50K,31-60,low,married,Non-White
9337,43, Private,180201, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K,31-60,high,not-married,Non-White
9338,25, Private,44962, Assoc-acdm,10, Never-married, Exec-managerial, Own-child, White, Female,0,1,45, United-States, <=50K,<=30,low,not-married,Non-White
9339,64, Private,146542, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K,61+,low,married,Non-White
9340,29, Private,45898, Assoc-acdm,4, Widowed, ?, Own-child, Other, Female,0,0,45, Mexico, <=50K,<=30,low,not-married,Non-White
9341,56, ?,159333, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,30,0,40, United-States, <=50K,31-60,low,married,Non-White
9342,33, Self-emp-inc,31571, Masters,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, United-States, >50K,31-60,low,married,Non-White
9343,29, Private,308322, Bachelors,10, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K,<=30,low,married,Non-White
9344,29, Private,245580, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,19, China, <=50K,<=30,high,not-married,Non-White
9345,37, State-gov,47195, Some-college,7, Married-civ-spouse, Other-service, Unmarried, Black, Female,1,0,33, United-States, <=50K,31-60,low,married,Non-White
9346,45, Local-gov,293023, Assoc-acdm,11, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
9347,19, Private,197654, 9th,9, Never-married, Other-service, Other-relative, White, Female,0,1,32, United-States, <=50K,<=30,low,not-married,Non-White
9348,46, Private,101215, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5079,1,60, United-States, <=50K,31-60,low,married,Non-White
9349,48, Self-emp-inc,45265, 7th-8th,9, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,35, United-States, <=50K,31-60,low,married,Non-White
9350,65, Local-gov,35719, 11th,14, Widowed, Prof-specialty, Not-in-family, White, Female,2,1,50, United-States, <=50K,61+,high,not-married,Non-White
9351,55, Private,175933, Some-college,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K,31-60,high,married,Non-White
9352,65, Private,183958, Assoc-voc,10, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,19, United-States, >50K,61+,low,not-married,Non-White
9353,20, Private,183165, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Taiwan, <=50K,<=30,low,not-married,Non-White
9354,48, Private,194936, Assoc-voc,12, Widowed, Exec-managerial, Not-in-family, White, Female,4043,0,50, United-States, <=50K,31-60,high,not-married,Non-White
9355,27, Private,220965, Some-college,4, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,17, El-Salvador, <=50K,<=30,low,not-married,Non-White
9356,47, Private,178922, HS-grad,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,31-60,high,married,Non-White
9357,19, Private,155086, 11th,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
9358,44, Private,268063, Assoc-voc,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K,31-60,low,married,Non-White
9359,65, Self-emp-not-inc,318419, Assoc-voc,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K,61+,low,married,Non-White
9360,23, ?,291952, HS-grad,10, Never-married, ?, Own-child, White, Male,0,0,17, United-States, <=50K,<=30,low,not-married,Non-White
9361,47, Private,109927, Prof-school,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,14073,1,59, United-States, >50K,31-60,high,married,Non-White
9362,43, Private,184981, Assoc-acdm,13, Never-married, Sales, Not-in-family, White, Male,1,0,68, United-States, <=50K,31-60,high,not-married,Non-White
9363,57, ?,179119, HS-grad,10, Widowed, Other-service, Other-relative, White, Female,0,0,18, United-States, <=50K,31-60,low,not-married,Non-White
9364,38, Private,181038, Bachelors,10, Married-civ-spouse, Farming-fishing, Own-child, White, Male,23,0,45, United-States, <=50K,31-60,low,married,Non-White
9365,20, Private,113196, 7th-8th,7, Divorced, Other-service, Unmarried, White, Female,0,3,40, United-States, <=50K,<=30,low,not-married,Non-White
9366,34, Private,212148, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,19, Mexico, <=50K,31-60,low,not-married,Non-White
9367,42, Private,150310, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,10,1,35, ?, <=50K,31-60,low,not-married,Non-White
9368,36, Private,104760, Masters,15, Married-civ-spouse, Sales, Husband, White, Male,2,1612,71, Philippines, >50K,31-60,high,married,Non-White
9369,58, Private,85524, HS-grad,9, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
9370,41, Private,39159, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,4,40, United-States, <=50K,31-60,low,not-married,Non-White
9371,20, Private,118490, HS-grad,4, Widowed, Farming-fishing, Not-in-family, White, Female,0,1,40, Dominican-Republic, <=50K,<=30,low,not-married,Non-White
9372,18, Private,131418, Some-college,7, Never-married, Sales, Own-child, Black, Male,0,0,21, United-States, <=50K,<=30,low,not-married,Non-White
9373,21, Private,128008, Bachelors,13, Never-married, ?, Own-child, White, Male,0,0,48, United-States, <=50K,<=30,high,not-married,Non-White
9374,35, Private,86773, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K,31-60,low,married,Non-White
9375,37, Private,253702, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7061,0,40, United-States, >50K,31-60,high,married,Non-White
9376,45, Private,111927, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
9377,47, Private,45137, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
9378,43, Never-worked,316985, Some-college,7, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,2537,1,49, United-States, <=50K,31-60,low,married,Non-White
9379,36, Private,99684, HS-grad,14, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
9380,18, Local-gov,132160, 11th,9, Widowed, ?, Not-in-family, White, Female,3044,0,40, United-States, <=50K,<=30,low,not-married,Non-White
9381,41, Private,343786, Some-college,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,31-60,high,married,Non-White
9382,18, Private,204397, HS-grad,10, Never-married, Sales, Unmarried, White, Female,0,1,20, United-States, <=50K,<=30,low,not-married,Non-White
9383,38, Private,180171, Masters,9, Never-married, Exec-managerial, Unmarried, White, Female,6,0,33, United-States, <=50K,31-60,low,not-married,Non-White
9384,31, Private,34406, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K,31-60,high,married,Non-White
9385,20, Private,181988, Bachelors,9, Never-married, Craft-repair, Not-in-family, White, Male,8,1753,40, United-States, <=50K,<=30,low,not-married,Non-White
9386,63, Private,253132, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,2040,59, United-States, <=50K,61+,low,married,Non-White
9387,39, Private,303003, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,1,40, United-States, <=50K,31-60,low,not-married,Non-White
9388,54, Private,89610, HS-grad,10, Never-married, Protective-serv, Unmarried, White, Female,0,0,36, United-States, <=50K,31-60,low,not-married,Non-White
9389,38, Private,19093, 7th-8th,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1807,55, United-States, >50K,31-60,high,married,Non-White
9390,58, Private,40645, HS-grad,9, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,35, Poland, <=50K,31-60,low,married,Non-White
9391,19, Private,178362, 11th,10, Never-married, ?, Own-child, White, Male,0,0,16, United-States, <=50K,<=30,low,not-married,Non-White
9392,21, Private,195592, 7th-8th,4, Never-married, Transport-moving, Not-in-family, Black, Female,2708,1,40, United-States, <=50K,<=30,low,not-married,Non-White
9393,32, Private,200927, Assoc-acdm,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,48, United-States, >50K,31-60,high,married,Non-White
9394,22, Private,148766, 11th,10, Never-married, Other-service, Not-in-family, White, Female,24,0,40, Portugal, <=50K,<=30,low,not-married,Non-White
9395,35, Private,208271, Bachelors,14, Never-married, Exec-managerial, Own-child, White, Male,2,0,9, United-States, <=50K,31-60,high,not-married,Non-White
9396,19, Federal-gov,378016, HS-grad,9, Never-married, ?, Not-in-family, White, Female,2671,0,4, United-States, <=50K,<=30,low,not-married,Non-White
9397,30, Private,129487, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,26,0,50, United-States, <=50K,<=30,low,not-married,Non-White
9398,35, Private,38629, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,4, United-States, <=50K,31-60,low,married,Non-White
9399,64, Private,162264, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,93558,1,59, United-States, >50K,61+,high,married,Non-White
9400,53, Private,246056, Some-college,10, Never-married, Sales, Not-in-family, White, Male,3499,0,73, United-States, <=50K,31-60,low,not-married,Non-White
9401,44, Private,420889, 7th-8th,10, Divorced, Adm-clerical, Other-relative, Black, Male,0,1,40, Mexico, <=50K,31-60,low,not-married,Non-White
9402,53, ?,182702, Some-college,4, Never-married, Other-service, Unmarried, Black, Male,0,0,31, United-States, <=50K,31-60,low,not-married,Non-White
9403,60, Local-gov,130369, Assoc-voc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7309,1903,61, United-States, >50K,31-60,high,married,Non-White
9404,49, Private,350829, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K,31-60,low,married,Non-White
9405,31, Private,228290, Some-college,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Mexico, >50K,31-60,low,married,Non-White
9406,39, Private,137257, HS-grad,15, Widowed, Tech-support, Own-child, White, Female,56,0,45, United-States, <=50K,31-60,high,not-married,Non-White
9407,20, Private,259408, HS-grad,4, Married-spouse-absent, ?, Own-child, White, Female,15,1776,33, Mexico, <=50K,<=30,low,married,Non-White
9408,37, State-gov,103784, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
9409,47, Local-gov,219682, 9th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,1,1,40, United-States, >50K,31-60,low,married,Non-White
9410,38, Federal-gov,228462, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
9411,26, Private,183748, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1844,40, United-States, <=50K,<=30,low,married,Non-White
9412,64, Never-worked,207650, Some-college,9, Never-married, Prof-specialty, Not-in-family, White, Male,2842,0,40, India, <=50K,61+,low,not-married,Non-White
9413,46, Local-gov,167598, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7211,0,70, ?, >50K,31-60,high,married,Non-White
9414,34, Self-emp-not-inc,178083, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,25,0,45, United-States, >50K,31-60,high,married,Non-White
9415,32, Private,208435, HS-grad,9, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,31, United-States, <=50K,31-60,low,not-married,Non-White
9416,47, Federal-gov,133900, HS-grad,14, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,10,0,40, United-States, <=50K,31-60,high,married,Non-White
9417,36, Private,244750, 5th-6th,9, Married-civ-spouse, Protective-serv, Husband, White, Female,18,0,51, United-States, >50K,31-60,low,married,Non-White
9418,43, Private,184380, HS-grad,7, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
9419,19, Private,116056, Bachelors,12, Never-married, Sales, Unmarried, White, Female,2790,0,40, United-States, <=50K,<=30,high,not-married,Non-White
9420,83, Self-emp-not-inc,42281, HS-grad,12, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, >50K,61+,high,married,Non-White
9421,45, Private,188560, Assoc-voc,4, Married-civ-spouse, Sales, Husband, White, Female,0,2267,40, ?, >50K,31-60,low,married,Non-White
9422,39, ?,118872, Assoc-acdm,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K,31-60,high,not-married,Non-White
9423,41, Private,41307, 5th-6th,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K,31-60,high,not-married,Non-White
9424,64, Private,111254, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Female,0,1831,11, Vietnam, <=50K,61+,low,married,Non-White
9425,29, Self-emp-inc,193129, Bachelors,15, Married-civ-spouse, Sales, Husband, White, Male,98957,0,50, India, >50K,<=30,high,married,Non-White
9426,43, State-gov,338789, Assoc-voc,15, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1939,60, United-States, >50K,31-60,high,married,Non-White
9427,22, Private,288782, HS-grad,10, Widowed, Adm-clerical, Unmarried, White, Female,0,2,21, United-States, <=50K,<=30,low,not-married,Non-White
9428,61, Private,236507, Assoc-acdm,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,59, United-States, <=50K,61+,low,married,Non-White
9429,31, Self-emp-not-inc,186998, 1st-4th,9, Widowed, Craft-repair, Own-child, White, Female,0,0,39, United-States, <=50K,31-60,low,not-married,Non-White
9430,27, ?,102007, 10th,9, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
9431,59, Private,67246, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K,31-60,low,married,Non-White
9432,33, Private,89448, Bachelors,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,3,59, ?, >50K,31-60,high,married,Non-White
9433,40, Self-emp-not-inc,346326, 11th,10, Married-civ-spouse, Tech-support, Husband, White, Male,3384,1,86, United-States, >50K,31-60,low,married,Non-White
9434,17, Private,47130, Some-college,10, Never-married, Sales, Own-child, White, Male,0,3,18, United-States, <=50K,<=30,low,not-married,Non-White
9435,20, Private,277469, Some-college,10, Never-married, Other-service, Own-child, White, Male,6,0,40, United-States, <=50K,<=30,low,not-married,Non-White
9436,20, Private,267439, 5th-6th,9, Widowed, Sales, Not-in-family, White, Female,2669,0,40, United-States, <=50K,<=30,low,not-married,Non-White
9437,29, Private,200776, 9th,4, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male,14,0,40, United-States, <=50K,<=30,low,married,Non-White
9438,58, Self-emp-inc,91540, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,14385,1862,59, United-States, >50K,31-60,high,married,Non-White
9439,41, Private,51940, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
9440,37, Private,186308, Bachelors,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1736,50, United-States, >50K,31-60,high,married,Non-White
9441,40, Private,127804, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K,31-60,high,not-married,Non-White
9442,18, Private,313743, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,31, United-States, <=50K,<=30,low,not-married,Non-White
9443,36, ?,115809, Bachelors,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
9444,64, Private,131355, Masters,14, Married-AF-spouse, Armed-Forces, Husband, White, Female,0,0,45, Puerto-Rico, <=50K,61+,high,married,Non-White
9445,27, Private,211262, Masters,13, Never-married, Prof-specialty, Own-child, Other, Male,0,2474,61, United-States, <=50K,<=30,high,not-married,Non-White
9446,55, Self-emp-inc,105297, Some-college,10, Married-civ-spouse, Sales, Wife, White, Male,0,0,29, United-States, >50K,31-60,low,married,Non-White
9447,38, ?,153229, Prof-school,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Haiti, <=50K,31-60,high,married,Non-White
9448,32, Private,220753, Some-college,4, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,31, United-States, <=50K,31-60,low,not-married,Non-White
9449,23, Private,176833, Bachelors,10, Never-married, ?, Own-child, White, Male,0,0,12, United-States, <=50K,<=30,low,not-married,Non-White
9450,27, Private,168609, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K,<=30,low,not-married,Non-White
9451,38, Private,176542, 9th,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,3,0,40, United-States, >50K,31-60,low,married,Non-White
9452,27, Private,35688, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Female,0,1,30, United-States, <=50K,<=30,low,not-married,Non-White
9453,41, Private,340236, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,5,1,40, United-States, <=50K,31-60,high,not-married,Non-White
9454,54, Self-emp-not-inc,198077, Some-college,5, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K,31-60,low,married,Non-White
9455,58, Self-emp-inc,218710, Bachelors,4, Married-spouse-absent, Sales, Husband, White, Male,10,1956,50, Italy, <=50K,31-60,low,married,Non-White
9456,61, Private,178111, Some-college,4, Married-civ-spouse, Craft-repair, Husband, White, Male,2736,0,40, United-States, <=50K,61+,low,married,Non-White
9457,20, Private,228443, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,1,18, United-States, <=50K,<=30,low,not-married,Non-White
9458,37, Self-emp-inc,30666, Masters,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,49, United-States, >50K,31-60,high,married,Non-White
9459,32, State-gov,123111, Some-college,13, Divorced, Prof-specialty, Husband, Black, Male,7540,1,34, United-States, <=50K,31-60,high,not-married,Non-White
9460,34, Private,189686, Prof-school,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,31-60,high,married,Non-White
9461,35, Self-emp-not-inc,151544, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K,31-60,low,married,Non-White
9462,42, Private,294579, Bachelors,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2,49, United-States, >50K,31-60,high,married,Non-White
9463,19, Private,188816, 10th,6, Never-married, ?, Own-child, White, Female,0,0,6, United-States, <=50K,<=30,low,not-married,Non-White
9464,41, Private,44921, Some-college,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,50, Dominican-Republic, <=50K,31-60,high,married,Non-White
9465,30, Private,311883, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,49, United-States, >50K,<=30,low,married,Non-White
9466,78, Private,204109, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,61+,low,married,Non-White
9467,44, Private,192888, Some-college,10, Never-married, Transport-moving, Own-child, White, Female,0,0,20, United-States, <=50K,31-60,low,not-married,Non-White
9468,41, Private,178723, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15351,1,60, United-States, >50K,31-60,high,married,Non-White
9469,24, Private,192234, HS-grad,9, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K,<=30,low,married,Non-White
9470,56, Private,174344, 12th,10, Divorced, Exec-managerial, Unmarried, White, Female,8,0,71, United-States, <=50K,31-60,low,not-married,Non-White
9471,54, State-gov,231701, 11th,10, Never-married, Prof-specialty, Own-child, White, Female,0,1,60, United-States, <=50K,31-60,low,not-married,Non-White
9472,23, Private,113512, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,1424,0,40, United-States, <=50K,<=30,low,not-married,Non-White
9473,22, Private,236853, Bachelors,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K,<=30,low,not-married,Non-White
9474,40, Private,249341, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,3,29, United-States, <=50K,31-60,low,not-married,Non-White
9475,35, Federal-gov,393057, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, >50K,31-60,high,married,Non-White
